Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Day,Month,Year,Weekday
4432,CA-2017-168893,2017-11-03,08/11/2017,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,11,2017,4
4433,CA-2017-168893,2017-11-03,08/11/2017,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,3,11,2017,4
4434,CA-2017-168893,2017-11-03,08/11/2017,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,3,11,2017,4
4435,CA-2017-168893,2017-11-03,08/11/2017,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,11,2017,4
4436,CA-2017-163398,2017-05-03,08/05/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,3,5,2017,2
4437,CA-2017-163398,2017-05-03,08/05/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.384,3,5,2017,2
4438,CA-2017-163398,2017-05-03,08/05/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,3,5,2017,2
4439,CA-2017-162726,2017-12-27,02/01/2018,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642.0,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10.368,27,12,2017,2
4440,CA-2017-162726,2017-12-27,02/01/2018,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642.0,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,27,12,2017,2
4441,US-2017-111290,2017-07-22,26/07/2017,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,22,7,2017,5
4442,US-2017-111290,2017-07-22,26/07/2017,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,22,7,2017,5
4443,US-2017-111290,2017-07-22,26/07/2017,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,22,7,2017,5
4444,US-2017-111290,2017-07-22,26/07/2017,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,22,7,2017,5
4445,US-2015-147704,2015-11-16,21/11/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,16,11,2015,0
4446,US-2015-147704,2015-11-16,21/11/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,31.68,16,11,2015,0
4447,US-2015-147704,2015-11-16,21/11/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,29.12,16,11,2015,0
4448,US-2015-147704,2015-11-16,21/11/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401.0,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,16,11,2015,0
4449,CA-2016-121965,2016-06-19,23/06/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,19,6,2016,6
4450,CA-2016-121965,2016-06-19,23/06/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,6.48,19,6,2016,6
4451,CA-2016-121965,2016-06-19,23/06/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.0,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,19,6,2016,6
4452,CA-2017-147137,2017-07-04,06/07/2017,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,4,7,2017,1
4453,CA-2017-147137,2017-07-04,06/07/2017,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,4,7,2017,1
4454,CA-2017-147137,2017-07-04,06/07/2017,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,4,7,2017,1
4455,CA-2017-147137,2017-07-04,06/07/2017,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,7,2017,1
4456,US-2016-146745,2016-09-03,08/09/2016,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110.0,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,3,9,2016,5
4457,US-2016-146745,2016-09-03,08/09/2016,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110.0,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,3,9,2016,5
4458,CA-2018-115175,2018-08-07,12/08/2018,Standard Class,MC-17575,Matt Collins,Consumer,United States,San Jose,California,95123.0,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,7,8,2018,1
4459,CA-2018-105851,2018-03-13,20/03/2018,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Denver,Colorado,80219.0,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,13,3,2018,1
4460,US-2018-125717,2018-09-28,01/10/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,28,9,2018,4
4461,US-2018-125717,2018-09-28,01/10/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,28,9,2018,4
4462,US-2018-125717,2018-09-28,01/10/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,28,9,2018,4
4463,US-2018-125717,2018-09-28,01/10/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,28,9,2018,4
4464,US-2018-125717,2018-09-28,01/10/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.352,28,9,2018,4
4465,US-2018-125717,2018-09-28,01/10/2018,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013.0,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,28,9,2018,4
4466,CA-2016-163895,2016-08-07,11/08/2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,7,8,2016,6
4467,CA-2018-168641,2018-11-24,01/12/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,24,11,2018,5
4468,CA-2018-168641,2018-11-24,01/12/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,24,11,2018,5
4469,CA-2018-168641,2018-11-24,01/12/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,24,11,2018,5
4470,CA-2018-168641,2018-11-24,01/12/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,24,11,2018,5
4471,CA-2018-156895,2018-05-08,12/05/2018,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,8,5,2018,1
4472,CA-2018-121300,2018-09-29,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,29,9,2018,5
4473,CA-2018-121300,2018-09-29,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.976,29,9,2018,5
4474,CA-2018-121300,2018-09-29,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,29,9,2018,5
4475,CA-2018-121300,2018-09-29,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15.552,29,9,2018,5
4476,CA-2018-121300,2018-09-29,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,29,9,2018,5
4477,CA-2018-121300,2018-09-29,29/09/2018,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060.0,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8.448,29,9,2018,5
4478,CA-2018-130211,2018-10-22,22/10/2018,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505.0,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,22,10,2018,0
4479,CA-2018-130211,2018-10-22,22/10/2018,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505.0,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,248.98,22,10,2018,0
4480,CA-2015-147235,2015-03-24,28/03/2015,Standard Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.9,24,3,2015,1
4481,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,3,11,2017,4
4482,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,3,11,2017,4
4483,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,3,11,2017,4
4484,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3,11,2017,4
4485,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,3,11,2017,4
4486,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,11,2017,4
4487,CA-2017-109365,2017-11-03,08/11/2017,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,11,2017,4
4488,CA-2016-162621,2016-09-05,11/09/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,9,2016,0
4489,CA-2016-162621,2016-09-05,11/09/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,5,9,2016,0
4490,CA-2016-162621,2016-09-05,11/09/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,5,9,2016,0
4491,CA-2018-105921,2018-08-14,21/08/2018,Standard Class,JM-15250,Janet Martin,Consumer,United States,Los Angeles,California,90032.0,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.296,14,8,2018,1
4492,CA-2015-150798,2015-12-01,03/12/2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,1,12,2015,1
4493,CA-2015-150798,2015-12-01,03/12/2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,1,12,2015,1
4494,CA-2015-150798,2015-12-01,03/12/2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.288,1,12,2015,1
4495,CA-2015-150798,2015-12-01,03/12/2015,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,1,12,2015,1
4496,CA-2018-112753,2018-06-18,23/06/2018,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032.0,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,18,6,2018,0
4497,CA-2018-112753,2018-06-18,23/06/2018,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,18,6,2018,0
4498,CA-2018-155075,2018-12-02,09/12/2018,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,2,12,2018,6
4499,CA-2015-103401,2015-11-21,26/11/2015,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,12.96,21,11,2015,5
4500,CA-2017-124814,2017-04-10,16/04/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309.0,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,10,4,2017,0
4501,CA-2017-124814,2017-04-10,16/04/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309.0,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,10,4,2017,0
4502,CA-2015-116757,2015-06-30,04/07/2015,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,25.92,30,6,2015,1
4503,CA-2015-116757,2015-06-30,04/07/2015,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-FA-10002815,Office Supplies,Fasteners,Staples,21.312,30,6,2015,1
4504,US-2015-138247,2015-12-24,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,24,12,2015,3
4505,US-2015-138247,2015-12-24,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,24,12,2015,3
4506,US-2015-138247,2015-12-24,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,24,12,2015,3
4507,US-2015-138247,2015-12-24,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,24,12,2015,3
4508,US-2015-138247,2015-12-24,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,24,12,2015,3
4509,US-2015-138247,2015-12-24,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,24,12,2015,3
4510,CA-2018-167003,2018-05-23,29/05/2018,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,90036.0,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,23,5,2018,2
4511,CA-2017-119935,2017-11-10,14/11/2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807.0,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,10,11,2017,4
4512,CA-2017-119935,2017-11-10,14/11/2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807.0,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,10,11,2017,4
4513,CA-2017-118969,2017-10-02,03/10/2017,First Class,LP-17095,Liz Preis,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.792,2,10,2017,0
4514,CA-2017-145240,2017-09-06,08/09/2017,First Class,BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,77070.0,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,6,9,2017,2
4515,CA-2017-120873,2017-10-27,01/11/2017,Second Class,BW-11200,Ben Wallace,Consumer,United States,Hampton,Virginia,23666.0,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,27,10,2017,4
4516,US-2018-111920,2018-10-22,26/10/2018,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Tulsa,Oklahoma,74133.0,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,22,10,2018,0
4517,US-2017-128678,2017-09-15,20/09/2017,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,15,9,2017,4
4518,US-2017-128678,2017-09-15,20/09/2017,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,15,9,2017,4
4519,CA-2017-101385,2017-09-25,01/10/2017,Standard Class,JW-16075,Julia West,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,16.56,25,9,2017,0
4520,CA-2018-107167,2018-06-10,14/06/2018,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,10,6,2018,6
4521,CA-2015-109491,2015-02-20,26/02/2015,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374.0,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,20,2,2015,4
4522,CA-2015-109491,2015-02-20,26/02/2015,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374.0,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,20,2,2015,4
4523,CA-2018-105445,2018-02-20,25/02/2018,Second Class,BP-11095,Bart Pistole,Corporate,United States,Louisville,Colorado,80027.0,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,9.432,20,2,2018,1
4524,CA-2015-107454,2015-11-02,06/11/2015,Standard Class,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024.0,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,2,11,2015,0
4525,CA-2015-107454,2015-11-02,06/11/2015,Standard Class,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,2,11,2015,0
4526,US-2018-105046,2018-07-17,23/07/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440.0,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,269.98,17,7,2018,1
4527,US-2018-105046,2018-07-17,23/07/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440.0,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,17,7,2018,1
4528,US-2018-105046,2018-07-17,23/07/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440.0,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,39.08,17,7,2018,1
4529,CA-2018-152856,2018-09-08,10/09/2018,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Marion,Ohio,43302.0,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116.832,8,9,2018,5
4530,CA-2017-134691,2017-11-14,18/11/2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,14,11,2017,1
4531,CA-2017-118759,2017-11-14,17/11/2017,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,14,11,2017,1
4532,CA-2017-118759,2017-11-14,17/11/2017,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009.0,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,14,11,2017,1
4533,CA-2015-140403,2015-10-10,10/10/2015,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,10,10,2015,5
4534,CA-2015-140403,2015-10-10,10/10/2015,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336.0,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,10,10,2015,5
4535,CA-2016-163104,2016-03-19,26/03/2016,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,19,3,2016,5
4536,CA-2018-138464,2018-07-08,12/07/2018,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115.0,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",15.84,8,7,2018,6
4537,CA-2018-138464,2018-07-08,12/07/2018,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115.0,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86.376,8,7,2018,6
4538,CA-2018-138464,2018-07-08,12/07/2018,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115.0,West,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,18.24,8,7,2018,6
4539,CA-2018-138464,2018-07-08,12/07/2018,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115.0,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,8,7,2018,6
4540,CA-2016-104129,2016-02-27,02/03/2016,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908.0,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,105.98,27,2,2016,5
4541,CA-2016-104129,2016-02-27,02/03/2016,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908.0,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,27,2,2016,5
4542,US-2018-132206,2018-06-16,21/06/2018,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5.936,16,6,2018,5
